"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"1318","관광펜션업","03_11_02_P","5050000","CDFI3261092023000013","2023-10-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 강동면 호명리 15","경상북도 경주시 강동면 호명큰골길 61","38032","스테이숲숲","2024-08-09 17:53:06","U","2024-08-11 02:40:00","","403201.463636869","276610.297701576","관광펜션업","","","0","","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","49.55","","0","","","","","","","200000000","","","","50",
"1319","관광펜션업","03_11_02_P","4201000","CDFI3261092023000004","2023-10-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 산대월리 126-1","강원특별자치도 강릉시 사천면 순포안길 47-14","25441","강릉스테이이플","2023-10-10 17:43:57","I","2023-10-12 00:17:42","","365605.775424181","481323.924803066","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1320","관광펜션업","03_11_02_P","4160000","CDFI3261092023000012","2023-09-20","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 제령리 611-6","경기도 가평군 북면 꽃넘이길 115-78","12405","가둘기정원 꽃넘이","2023-09-20 09:50:06","I","2023-09-22 00:18:14","","245371.103277968","488732.779980156","관광펜션업","","","3","","","","","3","0","0","0","","","0","0","","0","0","","0","444.76","","0","","","","","","","100000000","","","","445",
"1321","관광펜션업","03_11_02_P","4160000","CDFI3261092023000013","2023-09-20","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 제령리 611-2","경기도 가평군 북면 꽃넘이길 115-80","12405","보쏭","2023-09-20 09:50:53","I","2023-09-22 00:18:14","","245372.171849362","488758.951335119","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","446.96","","0","","","","","","","200000000","","","","447",
"1322","관광펜션업","03_11_02_P","4390000","CDFI3261092023000001","2023-12-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 종민동 355-7","충청북도 충주시 하종민길 26 (종민동)","27484","브리엔츠 스테이","2023-12-04 17:29:31","I","2023-12-06 00:17:03","","288293.34866894","387957.32869948","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1323","관광펜션업","03_11_02_P","4390000","CDFI3261092023000002","2023-12-04","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 종민동 355-4","충청북도 충주시 하종민길 28 (종민동)","27484","브리엔츠","2023-12-04 17:31:05","I","2023-12-06 00:17:03","","288273.814625486","387960.60699382","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1324","관광펜션업","03_11_02_P","4351000","CDFI3261092023000006","2023-12-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 손양면 동호리 2-18","강원특별자치도 양양군 손양면 선사유적로 190-13","25042","파랑","2023-12-01 15:49:30","I","2023-12-03 00:17:36","","348002.643901224","506549.039415697","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1325","관광펜션업","03_11_02_P","4810000","CDFI3261092023000007","2023-12-04","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 화양면 이목리 517-1","전라남도 여수시 화양면 화서로 173-24","59653","노을과바다풀빌라","2023-12-04 12:12:03","I","2023-12-06 00:17:03","","251819.895191093","128387.763102145","관광펜션업","","","0","기타","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","4433","","0","","","","","","","0","","","","4433",
"1326","관광펜션업","03_11_02_P","4170000","CDFI3261092024000021","2024-12-27","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 단월면 명성리 54-20","경기도 양평군 단월면 통골길 24","12526","유주별장","2024-12-27 17:42:30","I","2024-12-29 00:12:04","","260033.854943556","456101.951328689","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","500000000","","","","0",
"1327","관광펜션업","03_11_02_P","4170000","CDFI3261092024000020","2024-12-19","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 개군면 공세리 160-2","경기도 양평군 개군면 공서울길88번길 63-5","12566","어싱사계","2024-12-19 10:10:36","I","2024-12-21 00:11:33","","247648.549199422","440104.879012419","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","250000000","","","","0",
"1328","관광펜션업","03_11_02_P","4940000","CDFI3261092024000001","2024-12-31","","01","영업/정상","13","영업중","","","","","","","","전라남도 영암군 삼호읍 산호리 92-8 그린랜드","전라남도 영암군 삼호읍 녹색로 1152-15, 그린랜드","58465","그린랜드","2024-12-31 14:56:39","I","2025-01-03 00:12:08","","152747.012289967","138214.383356484","관광펜션업","","일반주거지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","148","","0","","","","","","","0","","","","148",
"1329","관광펜션업","03_11_02_P","5360000","CDFI3261092024000004","2024-12-18","","01","영업/정상","13","영업중","","","","","","","","경상남도 밀양시 단장면 사연리 798-2","경상남도 밀양시 단장면 동화4길 176-1","50417","홍연스테이","2024-12-18 13:13:45","I","2024-12-20 00:11:41","","372003.918384708","225017.213893324","관광펜션업","","관리지역","1","기타","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","203.88","","0","","","","","","","1100000000","","","","204",
"1330","관광펜션업","03_11_02_P","4880000","CDFI3261092025000001","2025-01-03","","01","영업/정상","13","영업중","","","","","","","","전라남도 고흥군 포두면 남성리 203-3","전라남도 고흥군 포두면 천마로 3476-89, 아일렛풀빌라","59527","아일렛풀빌라","2025-01-14 09:12:59","U","2025-01-16 02:40:00","","237446.612380218","113617.862584318","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","185.51","","0","","","","","","","0","","","","186",
"1331","관광펜션업","03_11_02_P","5710000","CDFI3261092024000002","2024-11-27","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 상당구 미원면 대신리 271-3","충청북도 청주시 상당구 미원면 미원초정로 986","28195","이티성","2024-11-27 14:29:34","I","2024-11-29 00:11:59","","254098.90210203","355399.124445496","관광펜션업","","관리지역","0","기타","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","12679","","0","","","","","","","0","","","","12679",
"1332","관광펜션업","03_11_02_P","5050000","CDFI3261092024000014","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 서악동 962-24","경상북도 경주시 노하길 27-11 (서악동)","38064","별사이","2024-12-23 18:01:43","I","2024-12-25 00:11:30","","","","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","113.97","","0","","","","","","","0","","","","114",
"1333","관광펜션업","03_11_02_P","4880000","CDFI3261092025000002","2025-01-03","","01","영업/정상","13","영업중","","","","","","","","전라남도 고흥군 포두면 남성리 203-3","전라남도 고흥군 포두면 천마로 3476-87","59527","아일렛","2025-01-14 09:15:34","U","2025-01-16 02:40:00","","237446.612380218","113617.862584318","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","226.96","","0","","","","","","","0","","","","227",
"1334","관광펜션업","03_11_02_P","4191000","CDFI3261092024000001","2024-12-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 성남리 904","강원특별자치도 원주시 신림면 성남로 450","26506","다시오다스테이","2024-12-18 09:39:01","I","2024-12-20 00:11:41","","296155.817303187","420504.953160159","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1335","관광펜션업","03_11_02_P","4160000","CDFI3261092025000003","2025-01-22","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 상면 임초리 481-8","경기도 가평군 상면 청군로 776-72","12447","심심풀이","2025-01-22 15:10:12","I","2025-01-24 00:11:16","","232799.968290237","475465.947842137","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1336","관광펜션업","03_11_02_P","5180000","CDFI3261092024000001","2024-11-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 영덕군 남정면 부경리 240","경상북도 영덕군 남정면 동해대로 3443-17","36464","영펜션","2024-11-26 11:22:41","I","2024-11-28 00:11:52","","413262.689695776","310416.925224678","관광펜션업","","관리지역","3","","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","337.62","","0","","","","","","","10000000","","","","338",
"1337","관광펜션업","03_11_02_P","4170000","CDFI3261092024000019","2024-12-05","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 용문면 중원리 285-4 준포레스트","경기도 양평군 용문면 중원산로420번길 7-6","12512","아이엠포레스트(I'm forest)","2024-12-05 11:29:36","I","2024-12-07 00:11:45","","254431.243692838","448694.461271452","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1338","관광펜션업","03_11_02_P","3930000","CDFI3261092025000001","2025-01-17","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 3-374","경기도 안산시 단원구 부흥로 287-228 (대부남동)","15650","랜드마크 원","2025-01-17 17:48:14","I","2025-01-19 00:11:35","","164734.240454966","413405.88660761","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1339","관광펜션업","03_11_02_P","3930000","CDFI3261092025000002","2025-01-17","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 3-421","경기도 안산시 단원구 부흥로 287-220 (대부남동)","15650","랜드마크 케이","2025-01-17 17:48:29","I","2025-01-19 00:11:35","","164695.535451174","413401.797659965","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1340","관광펜션업","03_11_02_P","4160000","CDFI3261092024000013","2024-12-05","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 이화리 391-3","경기도 가평군 가평읍 호반로 2329-58","12427","더리썸풀빌라","2024-12-05 16:29:48","I","2024-12-07 00:11:45","","244776.746783995","477343.458005269","관광펜션업","","관리지역","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1341","관광펜션업","03_11_02_P","5360000","CDFI3261092025000001","2025-01-31","","01","영업/정상","13","영업중","","","","","","","","경상남도 밀양시 단장면 구천리 694","경상남도 밀양시 단장면 바드리길 49-50","50418","삼박골펜션","2025-02-17 15:26:02","U","2025-02-19 02:40:00","","375118.492112973","225945.460125513","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1342","관광펜션업","03_11_02_P","5430000","CDFI3261092024000005","2024-11-26","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 상주면 상주리 1250-3","경상남도 남해군 상주면 상주로 12-5","52440","천산해","2024-11-26 17:55:53","I","2024-11-28 00:11:52","","290389.833299381","136386.90583775","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1343","관광펜션업","03_11_02_P","5050000","CDFI3261092024000015","2024-12-24","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 도지동 924-3","경상북도 경주시 원마을1길 21-10 (도지동)","38174","구릉도원","2024-12-24 16:59:46","I","2024-12-27 00:11:58","","404244.315704835","257611.864671619","관광펜션업","","생산녹지지역","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","159.77","","0","","","","","","","0","","","","160",
"1344","관광펜션업","03_11_02_P","5050000","CDFI3261092025000001","2025-02-07","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 강동면 왕신리 산 3-3","경상북도 경주시 강동면 왕신숲골안길 31-93","38033","독채 애견스테이","2025-02-17 18:35:33","U","2025-02-19 02:40:00","","406967.386583148","276880.355633742","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","194.17","","0","","","","","","","0","","","","194",
"1345","관광펜션업","03_11_02_P","4170000","CDFI3261092024000018","2024-11-19","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 강하면 전수리 873-3","경기도 양평군 강하면 수대길 5","12575","행화원","2024-11-19 10:49:47","I","2024-11-21 00:11:58","","236924.352683784","442837.219504003","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1346","관광펜션업","03_11_02_P","4170000","CDFI3261092025000004","2025-02-07","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 강상면 병산리 798-1","경기도 양평군 강상면 강상로 138","12571","더휴펜션","2025-02-07 10:51:36","I","2025-02-09 00:11:01","","240525.304996646","442272.524521784","관광펜션업","","일반주거지역","2","기타","","","기타","2","0","0","0","","","0","0","","0","0","","0","187.68","","0","","","","","","","0","","","","188",
"1347","관광펜션업","03_11_02_P","3930000","CDFI3261092024000002","2024-11-27","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부남동 736-64","경기도 안산시 단원구 집너머길 30-29 (대부남동)","15653","온원","2024-11-27 16:06:55","I","2024-11-30 00:11:51","","160375.532176349","412554.831676848","관광펜션업","","자연녹지지역","1","기타","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","91.17","","0","","","","","","","600000000","","","","91",
"1348","관광펜션업","03_11_02_P","5530000","CDFI3261092025000001","2025-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 서신면 제부리 190-94","경기도 화성시 서신면 해안길 246-1","18553","디오션제부","2025-01-14 17:33:06","I","2025-01-16 00:11:11","","166085.729981802","406924.192027811","관광펜션업","","","3","","","","","3","0","0","0","","","0","0","","0","0","","0","340.32","","0","","","","","","","0","","","","340",
"1349","관광펜션업","03_11_02_P","4741000","CDFI3261092025000001","2025-01-14","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 무주군 설천면 심곡리 617","전북특별자치도 무주군 설천면 외배방길 7","55555","나린풀빌라","2025-01-14 13:38:41","I","2025-01-16 00:11:11","","268469.21238127","267748.860061126","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1350","관광펜션업","03_11_02_P","4160000","CDFI3261092025000001","2025-01-14","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 하색리 753-16","경기도 가평군 가평읍 태봉두밀로 162, 브룩5","12424","브룩5(BROOK5)","2025-01-14 09:48:16","I","2025-01-16 00:11:11","","241680.860138429","478932.012236753","관광펜션업","","전용주거지역","3","","","","","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1351","관광펜션업","03_11_02_P","4351000","CDFI3261092025000001","2025-01-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 강현면 중복리 370","강원특별자치도 양양군 강현면 복골길201번길 60","25005","속초애견동반펜션 양양재인스가든","2025-01-08 13:43:58","I","2025-01-10 00:11:26","","337155.214452806","516577.718903655","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1352","관광펜션업","03_11_02_P","4341000","CDFI3261092024000007","2024-12-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 간성읍 어천리 67-3","강원특별자치도 고성군 간성읍 꽃내마루길 54-1","24740","라벤더민박","2025-01-22 20:27:30","U","2025-01-24 02:40:00","","","","관광펜션업","","관리지역","1","기타","","","단독주택","1","1","0","0","","","0","0","","0","0","","0","158.36","","0","","","","","","","0","","","","158",
"1353","관광펜션업","03_11_02_P","4880000","CDFI3261092025000003","2025-01-06","","01","영업/정상","13","영업중","","","","","","","","전라남도 고흥군 도화면 가화리 1350-10","전라남도 고흥군 도화면 더수연안길 13-8, 고흥이야기","59530","고흥이야기","2025-01-07 12:47:09","I","2025-01-09 00:11:18","","225054.745281004","112060.598039127","관광펜션업","","","1","","","","단독주택","1","0","0","0","","","0","0","","0","0","","0","127.6","","0","","","","","","","250000000","","","","128",
"1354","관광펜션업","03_11_02_P","4620000","CDFI3261092024000007","2024-11-25","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 안면읍 승언리 255","충청남도 태안군 안면읍 꽃지2길 82","32166","더블루네스","2024-11-25 09:02:15","I","2024-11-27 00:12:13","","140903.014338955","332942.799974132","관광펜션업","","관리지역","4","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","609.9","","0","","","","","","","1350000000","","","","610",
"1355","관광펜션업","03_11_02_P","4741000","CDFI3261092024000022","2024-11-25","","01","영업/정상","13","영업중","","","","","063-322-8238","","","전북특별자치도 무주군 설천면 청량리 636","전북특별자치도 무주군 설천면 비례길 49","55546","희락재","2024-11-25 09:24:24","I","2024-11-27 00:12:13","","267957.181028235","280058.775695962","관광펜션업","","","3","","","","","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","10000000","","","","0",
"1356","관광펜션업","03_11_02_P","5220000","CDFI3261092024000002","2024-12-10","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 동명면 득명리 413","경상북도 칠곡군 동명면 득명2길 86-41","39855","팔공포레스트","2024-12-10 14:53:23","I","2024-12-12 00:11:51","","344535.710164311","280327.09288959","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1357","관광펜션업","03_11_02_P","4570000","CDFI3261092024000001","2024-12-16","","01","영업/정상","13","영업중","","","","","","","","충청남도 부여군 규암면 석우리 153","충청남도 부여군 규암면 호반로164번길 35","33118","하루TWO","2024-12-16 13:35:18","I","2024-12-18 00:12:20","","186905.311321553","308711.426130631","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1358","관광펜션업","03_11_02_P","3730000","CDFI3261092024000002","2024-11-25","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 삼동면 금곡리 329 A동","울산광역시 울주군 삼동면 금곡길 226-3, A동","44956","보스케토 삼동","2024-11-25 14:24:48","I","2024-11-27 00:12:13","","394161.937701682","223914.17747271","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","92.78","","0","","","","","","","0","","","","93",
"1359","관광펜션업","03_11_02_P","3730000","CDFI3261092024000003","2024-11-25","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 삼동면 금곡리 332 주동","울산광역시 울주군 삼동면 금곡길 226-13, 주동","44956","삼동스테이","2024-11-25 14:32:48","I","2024-11-27 00:12:13","","394166.112511166","223946.350010747","관광펜션업","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","92.8","","0","","","","","","","0","","","","93",
"1360","관광펜션업","03_11_02_P","4810000","CDFI3261092025000001","2025-02-03","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 돌산읍 우두리 755-8","전라남도 여수시 돌산읍 신추길 13","59767","달링하버 펜션","2025-02-03 13:05:06","I","2025-02-05 00:10:55","","268685.557795006","137299.227334377","관광펜션업","","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1361","관광펜션업","03_11_02_P","5700000","CDFI3261092025000001","2025-02-03","","01","영업/정상","13","영업중","","","","","","","","경기도 여주시 북내면 지내리 395","경기도 여주시 북내면 지내길 20-11","12615","퐃","2025-02-03 11:43:41","I","2025-02-05 00:10:55","","260846.505521804","423571.277050523","관광펜션업","","관리지역","1","주택가주변","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","14","","0","","","","","","","0","","","","14",
"1362","관광펜션업","03_11_02_P","4341000","CDFI3261092024000006","2024-12-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 고성군 죽왕면 가진리 280","강원특별자치도 고성군 죽왕면 가향길 20-4","24744","(주)에이프레임","2024-12-10 18:15:04","I","2024-12-12 00:11:51","","331410.573991872","542482.980105708","관광펜션업","","","4","","","","숙박시설","4","0","0","0","","","0","0","","0","0","","0","2503.14","","0","","","","","","","2000000000","","","","2503",
"1363","관광펜션업","03_11_02_P","4170000","CDFI3261092024000017","2024-11-18","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 서종면 문호리 2","경기도 양평군 서종면 문호길 318","12502","양평 피오레 감성 힐링 스파 펜션","2024-11-18 16:03:46","I","2024-11-20 00:11:59","","233562.742813318","457230.134286646","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"1364","관광펜션업","03_11_02_P","4620000","CDFI3261092024000006","2024-11-18","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 소원면 의항리 978-42","충청남도 태안군 소원면 천리포1길 267","32121","천리스테이","2024-11-18 09:31:09","I","2024-11-20 00:11:59","","124150.256872623","367089.162436733","관광펜션업","","관리지역","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","527.3","","0","","","","","","","10","","","","527",
"1365","관광펜션업","03_11_02_P","5120000","CDFI3261092025000001","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경상북도 문경시 문경읍 상초리 288-41","경상북도 문경시 문경읍 새재로 910","36919","바람하우스","2025-02-12 17:31:45","I","2025-02-15 00:10:47","","296135.264889921","362583.874344191","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1366","관광펜션업","03_11_02_P","4160000","CDFI3261092025000002","2025-01-21","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 도대리 336-47","경기도 가평군 북면 가화로 2389-16","12401","레젤프펜션","2025-01-21 09:35:30","I","2025-01-23 00:11:25","","241682.613117119","494697.496077101","관광펜션업","","","3","","","","","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1367","관광펜션업","03_11_02_P","4160000","CDFI3261092025000005","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 산유리 722-3","경기도 가평군 가평읍 상지로 742","12429","베토벤하우스","2025-02-12 13:06:58","I","2025-02-14 00:11:18","","243953.087853202","472234.568750166","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1368","관광펜션업","03_11_02_P","4160000","CDFI3261092025000006","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 읍내리 97-5","경기도 가평군 가평읍 잎너비길 17-78","12411","키즈풀빌라 똥강아지","2025-02-12 13:08:54","I","2025-02-14 00:11:18","","244742.800663197","483184.076505279","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1369","관광펜션업","03_11_02_P","4160000","CDFI3261092025000007","2025-02-12","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 북면 도대리 75-4","경기도 가평군 북면 오목골길 39-106","12401","노스토스","2025-02-12 13:09:59","I","2025-02-14 00:11:18","","243232.67559374","490035.801518378","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1370","관광펜션업","03_11_02_P","5370000","CDFI3261092025000002","2025-02-11","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 하청면 어온리 13-9","경상남도 거제시 하청면 칠천로 971-8","53203","신축 펜션프롬가든","2025-06-12 10:02:57","U","2025-06-15 02:40:00","","350776.482044151","169293.986508586","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1371","관광펜션업","03_11_02_P","4160000","CDFI3261092025000004","2025-02-11","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 설악면 사룡리 610-3","경기도 가평군 설악면 자잠로 192","12460","매드몽키플레이스","2025-02-11 09:20:28","I","2025-02-13 00:10:48","","243002.266925212","465579.232657215","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"1372","관광펜션업","03_11_02_P","4251000","CDFI3261092025000001","2025-01-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 북방면 장항리 201-14","강원특별자치도 홍천군 북방면 장항2길 18","25116","산하연","2025-01-31 17:39:48","U","2025-02-02 02:40:00","","269211.882054136","465467.419903053","관광펜션업","","관리지역","1","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","486.17","","0","","","","","","","0","","","","486",
"1373","관광펜션업","03_11_02_P","4251000","CDFI3261092025000002","2025-01-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 북방면 장항리 201-3","강원특별자치도 홍천군 북방면 장항2길 20","25116","산다온 풀빌라","2025-05-13 13:42:09","U","2025-05-15 02:40:00","","269241.836071169","465445.933670361","관광펜션업","","관리지역","1","","","","숙박시설","0","0","0","0","","","0","0","","0","0","","0","486.17","","0","","","","","","","0","","","","486",
"1374","관광펜션업","03_11_02_P","4620000","CDFI3261092024000008","2024-12-02","","01","영업/정상","13","영업중","","","","","","","","충청남도 태안군 남면 원청리 512-46","충청남도 태안군 남면 청포대길 57-68","32157","스테이도유","2024-12-02 17:02:21","I","2024-12-04 00:11:57","","137524.36245457","348576.493892011","관광펜션업","","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","285.74","","0","","","","","","","2000000000","","","","286",
"1375","관광펜션업","03_11_02_P","4170000","CDFI3261092025000002","2025-01-21","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 서종면 서후리 449","경기도 양평군 서종면 대추나무골길8번길 99","12504","더 해밀","2025-01-21 17:30:10","I","2025-01-23 00:11:25","","236772.063765316","454143.596404987","관광펜션업","","관리지역","3","기타","","","단독주택","2","1","0","0","","","0","0","","0","0","","0","85.65","","0","","","","","","","0","","","","86",
"1376","관광펜션업","03_11_02_P","4170000","CDFI3261092025000003","2025-01-21","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 서종면 수능리 25-3","경기도 양평군 서종면 서능로 92","12504","앨리스","2025-01-21 17:34:09","I","2025-01-23 00:11:25","","235063.152557711","453579.834562452","관광펜션업","","관리지역","1","기타","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","1704","","0","","","","","","","0","","","","1704",
"1377","관광펜션업","03_11_02_P","4820000","CDFI3261092025000001","2025-01-06","","01","영업/정상","13","영업중","","","","","","","","전라남도 순천시 별량면 마산리 725-1","전라남도 순천시 별량면 마산길 160","58030","키즈풀빌라펜션기억해","2025-01-06 18:01:07","I","2025-01-08 00:11:19","","241115.800891895","149501.123997569","관광펜션업","","관리지역","1","","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","585.66","","0","","","","","","","0","","","","586",
