관광안내소명,안내소위치명,시도명,시군구명,안내소소개,부가서비스정보,휴무일,운영시작시각(하절기),운영종료시각(하절기),운영시작시각(동절기),운영종료시각(동절기),평균근무인원수,영어안내가능여부,일본어안내가능여부,중국어안내가능여부,안내가능외국어,안내소전화번호,소재지도로명주소,소재지지번주소,운영기관명,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
고인돌박물관 관광안내소,고인돌박물관 입구,전북특별자치도,고창군,고인돌박물관 관련 관광안내,휠체어대여+유모차대여,월요일,10:00,17:00,10:00,17:00,3,Y,N,N,,063-560-8676,전북특별자치도 고창군 고창읍 고인돌공원길 74,전북특별자치도 고창군 고창읍 도산리 676,전북특별자치도 고창군,http://culture.gochang.go.kr,35.44169813,126.6524966,2024-06-03,4781000,전북특별자치도 고창군
우포늪관광안내소,우포늪생태관,경상남도,창녕군,우포늪 소개,,1월 1일+추석 당일+설날 당일,10:00,17:00,10:00,17:00,,N,N,N,,055-530-1559,,경상남도 창녕군 유어면 세진리 250-1,경상남도 창녕군청,,35.54466399,128.4181995,2025-05-07,5410000,경상남도 창녕군
부곡관광안내소,부곡온천,경상남도,창녕군,부곡온천특구 소개,,매주 월요일(월요일이 공휴일인 경우 그 다음날 휴무)+1월 1일+추석 당일+설날 당일,09:00,18:00,09:00,18:00,,N,N,N,,055-536-6275,,경상남도 창녕군 부곡면 거문리 197-18,경상남도 창녕군청,,35.43611212,128.591649,2025-05-07,5410000,경상남도 창녕군
창녕관광안내소,창녕IC,경상남도,창녕군,창녕군 관광 소개,,1월1일+추석 당일+설날 당일,10:00,17:00,10:00,17:00,,N,N,N,,055-532-0660,,경상남도 창녕군 창녕읍 직교리 539-6,경상남도 창녕군청,,35.540874,128.478475,2025-05-07,5410000,경상남도 창녕군
영산 해설사의 집,영산호국공원,경상남도,창녕군,영산면 소재 문화재 소개,,1월1일+추석 당일+설날 당일,10:00,17:00,10:00,17:00,,N,N,N,,055-532-0660,,경상남도 창녕군 영산면 동리 130-1,경상남도 창녕군청,,35.453675,128.5296806,2025-05-07,5410000,경상남도 창녕군
세종대왕자태실 관광안내소,세종대왕자태실 입구,경상북도,성주군,세종대왕자 태실 입구에 위치한 관광안내소,문화관광해설사 해설,1월1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,054-930-8374,,경상북도 성주군 월항면 인촌리 산8,경상북도 성주군청,http://www.sj.go.kr/tour,36.0145001,128.2948001,2025-06-20,5210000,경상북도 성주군
회연서원 관광안내소,회연서원 입구,경상북도,성주군,회연서원 입구에 위치한 관광안내소,문화관광해설사 해설,1월1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,054-930-8374,경상북도 성주군 수륜면 동강한강로9,경상북도 성주군 수륜면 신정리 258,경상북도 성주군청,http://www.sj.go.kr/tour,35.85488651,128.1926888,2025-06-20,5210000,경상북도 성주군
성밖숲 관광안내소,성밖숲 입구,경상북도,성주군,성밖숲 입구에 위치한 관광안내소,문화관광해설사 해설,1월1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,054-930-8374,경상북도 성주군 성주읍 성밖숲길 30,경상북도 성주군 성주읍 경산리 436-3,경상북도 성주군청,http://www.sj.go.kr/tour,35.9157612,128.2800491,2025-06-20,5210000,경상북도 성주군
성주역사테마공원 관광안내소,성주역사테마공원 입구,경상북도,성주군,성주역사테마공원 입구에 위치한 관광안내소,문화관광해설사 해설,1월1일+설 당일+추석 당일,10:00,17:00,10:00,17:00,1,N,N,N,,054-930-8374,경상북도 성주군 성주읍 성주로 3167-11,경상북도 성주군 성주읍 예산리 516,경상북도 성주군청,http://www.sj.go.kr/tour,35.9223237,128.2834016,2025-06-20,5210000,경상북도 성주군
광양시 종합관광안내소,동광양중마버스터미널 주차장옆,전라남도,광양시,시설 안내 정보+투어정보+셔틀버스 정보등 제공,,연중무휴,09:00,18:00,09:00,18:00,1,Y,Y,N,,061-797-3333,전라남도 광양시 공영로 91,전라남도 광양시 중동 1732-2,전라남도 광양시청,www.gwangyang.go.kr,34.93602089,127.6994312,2025-06-19,4840000,전라남도 광양시
동구 관광안내센터,부산역 광장,부산광역시,동구,관광정보 제공 및 홍보 등,,월,10:00,19:00,10:00,19:00,1,Y,Y,N,,051-711-6566,"부산광역시 동구 중앙대로 210, 부산역 광장",부산광역시 동구 초량동 1202,부산광역시 동구청,,35.11514669,129.0408348,2025-06-18,3270000,부산광역시 동구
두들마을관광안내소,두들마을 입구,경상북도,영양군,두들마을 소개 및 시설 안내 등,와이파이 제공,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-000-0000,경상북도 영양군 석보면 두들마을길 62,경상북도 영양군 석보면 원리리 331-1,경상북도 영양군청,https://www.yyg.go.kr/tour/,36.55936361,129.1266122,2025-06-12,5170000,경상북도 영양군
주실마을관광안내소,주실마을 입구,경상북도,영양군,주실마을 소개 및 시설 안내 등,와이파이 제공,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-000-0000,경상북도 영양군 일월면 주실길 55,경상북도 영양군 일월면 주곡리 222,경상북도 영양군청,https://www.yyg.go.kr/tour/,36.71868405,129.1025497,2025-06-12,5170000,경상북도 영양군
선바위관광지관광안내소,선바위관광지관광 입구,경상북도,영양군,선바위관광지 소개 및 시설 안내 등,와이파이 제공,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-000-0000,경상북도 영양군 입암면 영양로 883-16,경상북도 영양군 입암면 신구리95,경상북도 영양군청,https://www.yyg.go.kr/tour/,36.60854407,129.0820141,2025-06-12,5170000,경상북도 영양군
연당마을관광안내소,연당마을 입구,경상북도,영양군,연당마을 소개 및 시설 안내 등,와이파이 제공,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,054-000-0000,경상북도 영양군 입암면 서석지 1길 5,경상북도 영양군 입암면 연당리379,경상북도 영양군청,https://www.yyg.go.kr/tour/,36.61143607,129.069303,2025-06-12,5170000,경상북도 영양군
고령군 관광안내소,대가야역사테마관광지 입구,경상북도,고령군,대가야의 역사와 문화를 비롯한 고령군의 관광전반에 대한 설명 및 안내를 들을 수 있는 관광안내소,,연중무휴,09:00,17:00,09:00,16:30,1,Y,N,Y,,054-955-4790,경상북도 고령군 대가야읍 대가야로 1216,경상북도고령군 대가야읍 지산리 471-1,경상북도 고령군청,,35.72008225,128.259677,2025-06-25,5200000,경상북도 고령군
산막이옛길 관광안내소,산막이옛길,충청북도,괴산군,괴산군 산막이옛길 관광안내,,토+일+법정휴일,09:00,18:00,10:00,17:00,2,N,N,N,,070-4477-2417,,충청북도 괴산군 칠성면 사은리 546-8,충청북도 괴산군청,http://www.goesan.go.kr,36.75993857,127.8373119,2023-07-10,4460000,충청북도 괴산군
북도면신도바다역 관광안내소,신도 매표소,인천광역시,옹진군,간이관광안내소,,비상근(문화관광해설사),09:00,18:00,09:00,18:00,1, , , ,,032-899-3413,인천광역시 옹진군 북도면 신도로 5,인천광역시 옹진군 북도면 신도리 523-49,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.51449992,126.4391774,2022-06-20,3580000,인천광역시 옹진군
옹암해수욕장 관광안내소,옹암 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(문화관광해설사),09:00,18:00,00:00,00:00,1, , , ,,032-899-3413,인천광역시 옹진군 북도면 장봉로 193,인천광역시 옹진군 북도면 장봉리 59-10,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.53014696,126.3722979,2022-06-20,3580000,인천광역시 옹진군
연평면관광안내소,조기역사관 인근,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3452,인천광역시 옹진군 연평면 연평로682번길 62,인천광역시 옹진군 연평면 연평리 산10-115,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.65465168,125.6858593,2022-06-20,3580000,인천광역시 옹진군
사곶관광 안내소,사곶 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3518,인천광역시 옹진군 백령면 사곶로 139,인천광역시 옹진군 백령면 진촌리 산40-41,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.95281531,124.7217261,2022-06-20,3580000,인천광역시 옹진군
서포리주민자치센터,서포리 해수욕장,인천광역시,옹진군,일반관광안내소,,비상근(여름 피서철 운영),09:00,18:00,00:00,00:00,1, , , ,,032-899-3713,인천광역시 옹진군 덕적면 덕적남로587번길 11,인천광역시 옹진군 덕적면 서포리 569-19,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22265325,126.1144218,2022-06-20,3580000,인천광역시 옹진군
진리관광안내소,진리항 매표소,인천광역시,옹진군,간이관광안내소,,비상근(여름 피서철 운영),09:00,18:00,09:00,18:00,1, , , ,,032-899-3713,,인천광역시 옹진군 덕적면 진리 86,인천광역시 옹진군청,http://www.ongjin.go.kr/open_content/tour/,37.22727588,126.1542865,2022-06-20,3580000,인천광역시 옹진군
율포솔밭해수욕장 관광안내소,율포솔밭해수욕장 입구,전라남도,보성군,율포솔밭해수욕장에 위치한 관광안내소로서 해수욕장 방문 관광객 안내 가능,,9월~6월,10:00,17:00,10:00,17:00,1,N,N,N,,061-850-5212,전라남도 보성군 회천면 우암길 24,전라남도 보성군 보성읍 회천면 동율리 678,전라남도 보성군청,,34.6700298,127.0890226,2024-08-20,4890000,전라남도 보성군
한국차문화공원 관광안내소,한국차문화공원 입구,전라남도,보성군,한국차문화공원에 위치한 관광안내소로서 버스시간 및 근처 관광시설에 관한 안내제공,,연중무휴,10:00,17:00,10:00,17:00,1,N,N,N,,061-852-8525,전라남도 보성군 보성읍 녹차로 775,전라남도 보성군 보성읍 봉산리1197,전라남도 보성군청,,34.7198297,127.081709,2024-08-20,4890000,전라남도 보성군
무주군 종합관광안내소,무주공용시외버스터미널 앞,전북특별자치도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,063-320-2570,전북특별자치도 무주군 무주읍 한풍루로 344,전북특별자치도 무주군 무주읍 당산리 1228,전북특별자치도 무주군청,http://www.mujutour.co.kr,36.00417911,127.6635037,2024-08-21,4741000,전북특별자치도 무주군
만남의광장 종합관광안내소,무주 IC 만남의 광장,전북특별자치도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,063-320-2571,전북특별자치도 무주군 무주읍 무주로 1739,전북특별자치도 무주군 무주읍 가옥리 300,전북특별자치도 무주군청,http://www.mujutour.co.kr,35.97529293,127.6509878,2024-08-21,4741000,전북특별자치도 무주군
구천동 종합관광안내소,무주구천동 버스승강장 앞,전북특별자치도,무주군,무주군 관광 안내 및 해설,핸드폰 충전,설날 당일+추석 당일,09:00,18:00,09:00,18:00,2,Y,Y,Y,,063-322-2905,전북특별자치도 무주군 설천면 구천동1로 166,전북특별자치도 무주군 설천면 삼공리 411-10,전북특별자치도 무주군청,http://www.mujutour.co.kr,35.90078187,127.7760678,2024-08-21,4741000,전북특별자치도 무주군
대구공항안내소,대구국제공항 1층,대구광역시,동구,공항관련 및 팔공산일대 정보제공,,연중무휴,09:00,18:00,09:00,18:00,4,Y,Y,Y,,053-984-1994,대구광역시 동구 공항로 221(지저동),대구광역시 동구 지저동 400-5,대구광역시 관광협회,http://www.daegutravel.or.kr+http://tour.daegu.go.kr,35.89910868,128.6392615,2025-03-31,3420000,대구광역시 동구
양림동 관광안내소,양림동 마을이야기관 1층,광주광역시,남구,근대문화유산의 보고인 양림동 역사문화마을에 관광객 맞춤형 관광정보를 안내하고 편의서비스를 제공합니다.,,월,09:00,18:00,09:00,18:00,2,Y,Y,Y,,000-0000-0000,광주광역시 남구 서서평길 7,광주광역시 남구 양림동 202-2,광주광역시 관광협회,http://www.gjtravel.or.kr/,35.1421308594,126.9155686832,2025-03-31,3610000,광주광역시 남구
서천종합관광안내소,금강하굿둑 관광지 내,충청남도,서천군,"서천군 주요 관광지 및 지역축제, 행사를 안내합니다",수유실,설 당일+추석 당일,09:00,18:00,09:00,18:00,1,N,N,N,,041-952-9525,충청남도 서천군 마서면 장산로855번길 2,충청남도 서천군 마서면 도삼리 71-8,충청남도 서천군청,http://www.seocheon.go.kr/tour/sub05_02.do,36.019254,126.7374227,2025-02-06,4580000,충청남도 서천군
안성시 관광지원센터,안성종합버스터미널 내 1층,경기도,안성시,관광지+교통+숙박+음식+축제+행사 등에 대한 관광정보 제공,"휴대폰충전+인터넷 이용+인쇄복사, 문화전시관람 등 이용",일+월+공휴일,09:00,17:00,09:00,17:00,1,N,N,N,,031-677-1330,경기도 안성시 비봉로 85,경기도 안성시 가사동 182,경기도 안성시청,http://www.anseong.go.kr/tour,37.01221084,127.2936396,2025-04-16,4080000,경기도 안성시
함평종합관광안내소,엑스포공원 황소주차장 앞,전라남도,함평군,,,연중무휴,10:00,17:00,10:00,17:00,,N,N,N,,061-320-3381,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,전라남도 함평군청,www.hampyeong.go.kr/expopark,35.05813923,126.5226056,2025-02-14,4960000,전라남도 함평군
일강김철선생기념관 관광안내소,기념관 입구,전라남도,함평군,,,매주 월요일,10:00,17:00,10:00,17:00,,N,N,N,,000-0000-0000,전라남도 함평군 신광면 일강로 873-12,전라남도 함평군 신광면 함정리 605-1,전라남도 함평군청,www.hampyeong.go.kr/ilgang,35.18893103,126.4801235,2025-02-14,4960000,전라남도 함평군
함평자연생태공원 관광안내소,매표소 앞,전라남도,함평군,,,매주 월요일,10:00,17:00,10:00,17:00,,N,N,N,,000-0000-0000,전라남도 함평군 대동면 학동로 1398-77,전라남도 함평군 대동면 운교리 500-1,전라남도 함평군청,www.hampyeong.go.kr/ecopark,35.13500032,126.5056999542,2025-02-14,4960000,전라남도 함평군
평택호관광안내소,평택호관리사무소1층,경기도,평택시,평택호관광단지 및 평택시 관광지안내,전망대,매주 월요일+설 연휴 + 추석 연휴,10:00,17:00,10:00,16:00,1,N,N,N,,031-681-1672,경기도 평택시 현덕면 평택호길 159,경기도 평택시 현덕면 권관리 321,경기도 평택시청,http://www.pyeongtaek.go.kr/,36.921414,126.922225,2025-03-01,3910000,경기도 평택시
신장쇼핑몰관광안내소,k-55부대앞 신장쇼핑몰입구,경기도,평택시,신장쇼핑몰 및 평택시 관광지안내,,매주 월요일+설 연휴 + 추석 연휴,10:00,17:00,10:00,16:00,1,Y,N,N,,031-611-6717,,경기도 평택시 신장동 302-298,경기도 평택시청,http://www.pyeongtaek.go.kr/,37.080226,127.049753,2025-03-01,3910000,경기도 평택시
경남관광안내소(CECO),창원컨벤션센터,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,2,N,N,N,,055-283-2500,"경상남도 창원시 성산구 원이대로 362, CECO 1층","경상남도 창원시 성산구 대원동 123, CECO 1층",경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.2383807,128.6569279,2023-12-12,6480000,경상남도
경남관광안내소(함양휴게소),함양휴게소(하),경상남도,함양군,방문 관광객에게 관광 홍보물 배부 및 관광 안내,수하물보관+휴대폰충전,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,2,N,Y,N,,055-964-2710,경상남도 함양군 지곡면 효산길 23-31,경상남도 함양군 지곡면 보산리 285-5,경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.5505133,127.7592404,2023-12-12,6480000,경상남도
경남관광안내소(도청),경남도청 민원실,경상남도,창원시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,휴대폰충전+휠체어대여,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,1,N,N,N,,055-211-7760,"경상남도 창원시 의창구 중앙대로 300, 경남도청 민원실","경상남도 창원시 의창구 사림동 1, 경남도청 민원실",경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.2378032514,128.6919404421,2023-12-12,6480000,경상남도
경남관광안내소(김해공항 국내선),김해공항 국내선,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,2,N,Y,N,,051-973-4527,"부산광역시 강서구 공항진입로 108, 김해국제공항 국내선 1층","부산광역시 강서구 대저2동 2350, 김해국제공항 국내선 1층",경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.1682696110,128.9464763094,2023-12-12,6480000,경상남도
경남관광안내소(김해공항 국제선),김해공항 국제선,경상남도,김해시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,2,Y,N,Y,,051-973-4537,"부산광역시 강서구 공항진입로 108, 김해국제공항 국제선 1층","부산광역시 강서구 대저2동 2350, 김해국제공항 국제선 1층",경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.1682696110,128.9464763094,2023-12-12,6480000,경상남도
경남관광안내소(사천공항),사천공항,경상남도,사천시,방문 관광객에게 관광 홍보물 배부 및 관광 안내,,"1월 1일+설 당일+추석 당일+근로자의 날+부처님 오신 날+성탄절, 관공서 휴일에 관한 법률에 따름",09:00,18:00,09:00,18:00,1,N,N,N,,055-852-8490,경상남도 사천시 사천읍 사천대로 1971,경상남도 사천시 사천읍 구암리 1720-1,경상남도청,https://tour.gyeongnam.go.kr/index.gyeong?menuCd=DOM_000009406009000000,35.09224369,128.0866887,2023-12-12,6480000,경상남도
고창읍성 관광안내소,고창판소리박물관 옆,전북특별자치도,고창군,고창읍성 관련 관광안내,휠체어대여,연중무휴,10:00,17:00,10:00,17:00,4,N,Y,N,,063-560-8055,전북특별자치도 고창군 고창읍 동리로 100,전북특별자치도 고창군 고창읍 읍내리 127,전북특별자치도 고창군,http://culture.gochang.go.kr,35.4323735298,126.7026294943,2024-06-03,4781000,전북특별자치도 고창군
예술인광장관광안내소,안정리 예술인광장,경기도,평택시,예술인광장 및 평택시 관광지 안내,,매주 월요일+설 연휴 + 추석 연휴,10:00,17:00,10:00,16:00,1,Y,N,N,,070-4124-9699,,경기도 평택시 팽성읍 안정리 113-1,평택시문화재단,http://www.pyeongtaek.go.kr/,36.959560,127.043999,2025-03-01,3910000,경기도 평택시
봉화군 종합관광안내소,청량산도립공원 내,경상북도,봉화군,봉화군 관광지 안내,농산물전시장,매주 월요일,10:00,17:00,10:00,17:00,1,Y,N,N,,054-673-4996,경상북도 봉화군 명호면 청량산길 124,경상북도 봉화군 명호면 북곡리 334,경상북도 봉화군청,,36.78504414,128.908557,2025-04-09,5240000,경상북도 봉화군
김천시 문화관광해설사의집,연화지,경상북도,김천시,김천시 관광안내 및 홍보,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,N,Y,054-439-1333,,경상북도 김천시 교동 821-6,경상북도 김천시,,36.137261,128.094563,2025-03-22,5060000,경상북도 김천시
김천시 문화관광해설사의집,부항댐,경상북도,김천시,김천시 관광안내 및 홍보,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,N,Y,054-439-1330,,경상북도 김천시 부항면 신옥리 산 23-2,경상북도 김천시,,35.9807502048,127.996942,2025-03-22,5060000,경상북도 김천시
김천시 문화관광해설사의집,직지사,경상북도,김천시,김천시 관광안내 및 홍보,문화관광해설,연중무휴,10:00,17:00,10:00,17:00,2,N,Y,N,Y,054-439-1330,,경상북도 김천시 대항면 운수리 216,경상북도 김천시,,36.116507,128.0051561072,2025-03-22,5060000,경상북도 김천시
거제관광안내소,신거제대교 입구,경상남도,거제시,신거제대교 이용 관광객 편의 도모,,설 전일+설 당일+추석 전일+추석 당일+기타 기관이 정하는 일자,10:00,17:00,10:00,17:00,1,N,N,N,,055-639-4178,경상남도 거제시 사등면 거제대로 6175,경상남도 거제시 사등면 오량리 814,경상남도 거제시청 관광과,https://tour.geoje.go.kr/index.geoje,34.88798529,128.4946412,2025-02-07,5370000,경상남도 거제시
고현터미널 관광안내소,고현버스터미널 내,경상남도,거제시,버스터미널 이용 관광객 편의 도모,,설 전일+설 당일+추석 전일+추석 당일+기타 기관이 정하는 일자,10:00,17:00,10:00,17:00,1,N,N,N,,055-639-4180,경상남도 거제시 고현천로 10,경상남도 거제시 고현동 979-1,경상남도 거제시청 관광과,https://tour.geoje.go.kr/index.geoje,34.89127114,128.6240263,2025-02-07,5370000,경상남도 거제시
거제도포로수용소유적공원 내 관광안내소,거제도포로수용소유적공원 내,경상남도,거제시,거제도포로수용소유적공원 방문 관광객 편의 도모,,설 전일+설 당일+추석 전일+추석 당일+기타 기관이 정하는 일자,10:00,17:00,10:00,17:00,1,N,N,N,,055-639-4177,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,경상남도 거제시청 관광과,https://tour.geoje.go.kr/index.geoje,34.87637998,128.6253705,2025-02-07,5370000,경상남도 거제시
거가대교 관광안내소,가덕휴게소 내,경상남도,거제시,거가대교 이용 관광객 편의 도모,,설 전일+설 당일+추석 전일+추석 당일+기타 기관이 정하는 일자,10:00,17:00,10:00,17:00,1,N,N,N,,051-711-3619,부산광역시 강서구 거가대로 2571,부산광역시 강서구 천성동 488-6,경상남도 거제시청 관광과,https://tour.geoje.go.kr/index.geoje,35.02301397,128.8095893,2025-02-07,5370000,경상남도 거제시
감성여행라운지,조선해양문화관 내,경상남도,거제시,조선해양문화관 등 지세포 인근 방문 관광객 편의 도모,,설 전일+설 당일+추석 전일+추석 당일+기타 기관이 정하는 일자,10:00,17:00,10:00,17:00,1,N,N,N,,055-681-1995,경상남도 거제시 일운면 지세포해안로 25,경상남도 거제시 일운면 소동리 929-105,경상남도 거제시청 관광과,https://tour.geoje.go.kr/index.geoje,34.83490062,128.7016221,2025-02-07,5370000,경상남도 거제시
대전역관광안내소,대전역,대전광역시,동구,"대전지역 관광지, 관광시설 등 관광자원 소개 및 교통편 등 관광관련 정보 제공",핸드폰충전,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,042-221-1905,대전광역시 동구 중앙로 215,대전광역시 동구 정동 1-280,대전광역시관광협회,,36.3343975773,127.4321118232,2021-10-26,6300000,대전광역시
대전종합관광안내소,온천역 사거리,대전광역시,유성구,"대전지역 관광지, 관광시설 등 관광자원 소개 및 교통편 등 관광관련 정보 제공, 검색서비스 제공",핸드폰충전+지역공예품전시+관광객 짐보관(사물함비치)+검색서비스제공,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,042-861-1330,대전광역시 유성구 대학로 7,대전광역시 유성구 봉명동 552-3,대전광역시관광협회,,36.3545209235,127.3413880281,2021-10-26,6300000,대전광역시
서대전역관광안내소,서대전역,대전광역시,중구,"대전지역 관광지, 관광시설 등 관광자원 소개 및 교통편 등 관광관련 정보 제공",핸드폰충전,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,Y,,042-523-1338,대전광역시 중구 오류로 23,대전광역시 중구 오류동 74,대전광역시관광협회,,36.3225501550,127.4032841568,2021-10-26,6300000,대전광역시
대왕암공원관광안내소,대왕암공원 입구,울산광역시,동구,"국내/외 관광객에 대한 관광정보 제공, 관광 및 시정홍보물, 각종 자료 제공",휴대폰충전+유모차+휠체어 대여+돋보기안경+상비약,연중무휴,09:00,18:00,09:00,18:00,2,Y,Y,N,,052-233-7716,울산광역시 동구 등대로 95,울산광역시 동구 일산동 901-8,울산관광협회,https://tour.ulsan.go.kr,35.49041849,129.435245,2025-03-28,6310000,울산광역시
태화강관광안내소,태화강국가정원안내센터 2층,울산광역시,중구,"국내/외 관광객에 대한 관광정보 제공, 관광 및 시정홍보물, 각종 자료 제공, 관광기념품 판매",돋보기안경+상비약,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,052-229-3858,울산광역시 중구 샛강남길 5,울산광역시 중구 태화동 667,울산관광협회,https://tour.ulsan.go.kr,35.54882105,129.2912902,2025-03-28,6310000,울산광역시
태화강역관광안내소,태화강역 2층,울산광역시,남구,"국내/외 관광객에 대한 관광정보 제공, 관광 및 시정홍보물, 각종 자료 제공",돋보기안경+상비약,연중무휴,09:00,18:00,09:00,18:00,3,Y,Y,Y,,052-272-0300,울산광역시 남구 산업로 654,울산광역시 남구 삼산동 8-26,울산관광협회,https://tour.ulsan.go.kr,35.538354,129.353666,2025-03-28,6310000,울산광역시
동성로 관광안내소,하나스테이포정 오피스텔 1층,대구광역시,중구,시내중심가에 위치한 동성로 관광안내소는 2024년 장소를 중앙로역 4번출구 근처로 이전하여 도심 관광객들에게 관광·쇼핑·교통·숙박 정보와 외국어 통역서비스를 제공하고 있다.,통역 서비스+숙박안내+쇼핑안내+교통안내,연중무휴,10:00,19:00,10:00,19:00,5,Y,Y,Y,,053-252-2696,대구광역시 중구 중앙대로 435,대구광역시 중구 포정동 58,대구광역시관광협회,http://www.daegutravel.or.kr/,35.87177327,128.5938453,2025-05-30,6270000,대구광역시
아라 종합안내센터,아라뱃길 홍보관 아라리움 1층,인천광역시,계양구,,,연중무휴,09:00,18:00,09:00,18:00,,N,N,Y,,1899-3650,인천광역시 서구 정서진1로 41,,경인아라뱃길 사업본부,http://www.giwaterway.kr/,37.558436,126.607464,2025-05-27,3550000,인천광역시 계양구
해미읍성 관광안내소,해미읍성 주차장,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,연중무휴,10:00,17:00,10:00,17:00,2,N,N,N,,041-688-3069,충청남도 서산시 해미면 남문2로 155,충청남도 서산시 해미면 읍내리 95-2,충청남도 서산시청,,36.71059479,126.5482303,2025-05-16,4530000,충청남도 서산시
용현 관광안내소,보원사지 입구,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,설 연휴+추석 연휴,10:00,17:00,10:00,17:00,1,N,N,N,,041-662-2113,충청남도 서산시 운산면 마애삼존불길 192-1,충청남도 서산시 운산면 용현리 192-1,충청남도 서산시청,,36.76326615,126.6020483,2025-05-16,4530000,충청남도 서산시
팔봉산 관광안내소,팔봉산 양길리 주차장 입구,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,설 연휴+추석 연휴,10:00,17:00,10:00,17:00,1,N,N,N,,041-662-2004,충청남도 서산시 팔봉면 팔봉산로 100,충청남도 서산시 팔봉면 양길리 812-3,충청남도 서산시청,,36.81761917,126.3662433,2025-05-16,4530000,충청남도 서산시
삼길포 관광안내소,삼길포 주차장 입구,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,설 연휴+추석 연휴,10:00,17:00,10:00,17:00,1,N,N,N,,041-662-0819,충청남도 서산시 대산읍 삼길포1로 71,충청남도 서산시 대산읍 화곡리 1-26,충청남도 서산시청,,37.00403402,126.4516382,2025-05-16,4530000,충청남도 서산시
마애안내소,마애삼존불 앞,충청남도,서산시,관광지 정보와 문화관광해설을 제공합니다.,,설 연휴+추석 연휴,10:00,17:00,10:00,17:00,1,N,N,N,,041-660-2538,충청남도 서산시 운산면 마애삼존불길 65-13,충청남도 서산시 운산면 용현리 산2-10,충청남도 서산시청,,36.77344479,126.6052241,2025-05-16,4530000,충청남도 서산시
